Date,Symbols,Close,High,Low,Open,Volume
2020-05-26,GOOGL,1421.37,1445.11,1419.395,1441.96,2229488
2020-05-26,FB,232.2,240.9,231.67,239.77,33178318
2020-05-22,AMZN,2436.88,2469.85,2430.13,2455.01,2867079
2020-05-22,GOOGL,1413.24,1417.0,1395.95,1403.9,1427206
2020-05-22,FB,234.91,235.99,228.74,231.51,33925564
2020-05-21,AMZN,2446.74,2525.45,2442.54,2500.0,5114403
2020-05-21,GOOGL,1406.75,1416.46,1394.39,1410.99,1544976
2020-05-21,FB,231.39,237.2,231.2,234.72,47782636
2020-05-20,AMZN,2497.94,2500.01,2467.27,2477.87,3998143
2020-05-20,GOOGL,1409.16,1412.026,1387.4193,1389.16,1913133
2020-05-20,FB,229.97,231.34,223.19,223.5,50162875
2020-05-19,AMZN,2449.33,2484.995,2428.97,2429.83,4320498
2020-05-19,GOOGL,1374.4,1392.49,1373.76,1385.48,1579250
2020-05-19,FB,216.88,220.49,212.83,213.27,31843152
2020-05-18,AMZN,2426.26,2433.0,2384.01,2404.3456,4366572
2020-05-18,GOOGL,1385.18,1392.76,1354.2,1361.58,2356449
2020-05-18,FB,213.19,214.6445,210.94,212.15,20167443
2020-05-15,AMZN,2409.78,2411.0,2356.37,2368.52,4234951
2020-05-15,GOOGL,1373.06,1374.58,1339.0,1348.26,2077199
2020-05-15,FB,210.88,211.34,204.12,205.27,19383154
2020-05-14,AMZN,2388.85,2391.37,2353.21,2361.01,3648128
2020-05-14,GOOGL,1356.86,1357.37,1323.3,1333.52,1833017
2020-05-14,FB,206.81,206.93,200.69,202.56,17178947
2020-05-13,AMZN,2367.92,2407.7,2337.805,2366.8,4782919
2020-05-13,GOOGL,1348.33,1385.33,1328.01,1376.16,2018404
2020-05-13,FB,205.1,210.78,202.11,209.43,20684559
2020-05-12,AMZN,2356.95,2418.9999,2355.0,2411.85,3074916
2020-05-12,GOOGL,1375.18,1414.33,1374.51,1408.22,1695874
2020-05-12,FB,210.1,215.275,210.0,213.29,14704647
2020-05-11,AMZN,2409.0,2419.665,2372.11,2374.7,3259231
2020-05-11,GOOGL,1403.59,1415.53,1375.5,1376.79,1635856
2020-05-11,FB,213.18,215.0,210.37,210.8865,12911948
2020-05-08,AMZN,2379.61,2387.2449,2357.0,2372.14,3211228
2020-05-08,GOOGL,1384.34,1396.64,1372.01,1381.82,1666487
2020-05-08,FB,212.35,213.21,210.85,212.24,12524048
2020-05-07,AMZN,2367.61,2376.0,2343.11,2374.78,3396411
2020-05-07,GOOGL,1369.28,1375.9999,1352.5406,1361.31,1535819
2020-05-07,FB,211.26,211.6,209.04,211.16,15151976
2020-05-06,AMZN,2351.26,2357.45,2320.0,2329.44,3117814
2020-05-06,GOOGL,1345.43,1368.69,1345.13,1358.0,1586629
2020-05-06,FB,208.47,211.6,206.66,208.12,21856963
2020-05-05,AMZN,2317.8,2351.0,2307.1251,2340.0,3242496
2020-05-05,GOOGL,1349.02,1371.01,1335.03,1337.5,1983318
2020-05-05,FB,207.07,210.38,206.5,207.02,21071223
2020-05-04,AMZN,2315.99,2326.98,2256.38,2256.38,4865926
2020-05-04,GOOGL,1322.9,1324.47,1296.01,1308.13,1540347
2020-05-04,FB,205.26,205.91,198.7562,200.2,19250673
2020-05-01,AMZN,2286.04,2362.44,2258.1901,2336.8,9772605
2020-05-01,GOOGL,1317.32,1351.43,1309.66,1324.09,2443554
2020-05-01,FB,202.27,207.28,199.0501,201.6,30415581
2020-04-30,AMZN,2474.0,2475.0,2396.01,2419.84,9534611
2020-04-30,GOOGL,1346.7,1350.0,1321.5,1331.36,2792124
2020-04-30,FB,204.71,209.69,201.5701,206.92,46230116
2020-04-29,AMZN,2372.71,2391.89,2310.0,2330.01,4591593
2020-04-29,GOOGL,1342.18,1360.15,1326.73,1345.0,5417888
2020-04-29,FB,194.19,196.91,190.0,190.93,45954521
2020-04-28,AMZN,2314.08,2373.5,2306.0,2372.1,5269446
2020-04-28,GOOGL,1232.59,1284.76,1230.38,1283.2,4035007
2020-04-28,FB,182.91,189.2,182.56,188.66,21730986
2020-04-27,AMZN,2376.0,2444.88,2363.0,2443.2,5645645
2020-04-27,GOOGL,1270.86,1294.1,1265.06,1292.0,2209333
2020-04-27,FB,187.5,193.75,187.41,192.657,29197750
2020-04-24,AMZN,2410.22,2420.4332,2382.0,2417.0,3831797
2020-04-24,GOOGL,1276.6,1277.71,1244.0,1255.0,1872004
2020-04-24,FB,190.07,190.41,180.825,183.23,28868528
2020-04-23,AMZN,2399.45,2424.22,2382.08,2399.98,5066552
2020-04-23,GOOGL,1271.17,1288.15,1260.5301,1265.74,1710122
2020-04-23,FB,185.13,187.05,183.15,184.08,21426604
2020-04-22,AMZN,2363.49,2394.0,2351.0,2369.0,4218295
2020-04-22,GOOGL,1258.41,1279.88,1237.2,1241.11,2315792
2020-04-22,FB,182.28,184.78,178.14,178.45,33369931
2020-04-21,AMZN,2328.12,2428.3099,2279.66,2416.61,7476679
2020-04-21,GOOGL,1212.16,1250.0,1205.0,1242.71,2482404
2020-04-21,FB,170.8,175.38,168.3408,175.25,24850528
2020-04-20,AMZN,2393.61,2444.98,2386.05,2389.95,5770694
2020-04-20,GOOGL,1261.15,1276.82,1256.44,1269.89,1764608
2020-04-20,FB,178.24,180.5,176.77,177.41,16110664
2020-04-17,AMZN,2375.0,2400.0,2316.02,2372.33,7930010
2020-04-17,GOOGL,1279.0,1290.0,1266.0,1281.7,2552824
2020-04-17,FB,179.24,180.28,176.66,179.2,20974750
2020-04-16,AMZN,2408.19,2460.9981,2335.0,2346.0,12038201
2020-04-16,GOOGL,1257.43,1273.3586,1238.2,1267.14,2894757
2020-04-16,FB,176.25,178.05,172.51,177.95,23593229
2020-04-15,AMZN,2307.68,2333.369,2245.0,2257.68,6866567
2020-04-15,GOOGL,1257.3,1275.1099,1234.0,1246.51,2111842
2020-04-15,FB,176.97,178.19,172.82,175.1865,17423003
2020-04-14,AMZN,2283.32,2292.0,2186.21,2200.47,8087193
2020-04-14,GOOGL,1265.23,1275.7499,1228.5413,1239.9735,3167862
2020-04-14,FB,178.17,181.225,176.62,178.9765,21011815
2020-04-13,AMZN,2168.87,2180.0,2038.0,2040.0,6716709
2020-04-13,GOOGL,1210.41,1214.5199,1182.3318,1201.5,1935128
2020-04-13,FB,174.79,175.0,169.45,173.67,19355355
2020-04-09,AMZN,2042.76,2053.0,2017.66,2044.3,4655617
2020-04-09,GOOGL,1206.57,1221.99,1192.4166,1218.18,2701423
2020-04-09,FB,175.19,177.08,171.57,175.9,23534287
2020-04-08,AMZN,2043.0,2044.0,2011.15,2021.0,3977313
2020-04-08,GOOGL,1207.0,1214.9,1183.954,1203.1,2016713
2020-04-08,FB,174.28,175.0,167.74,171.25,21664198
2020-04-07,AMZN,2011.6,2035.72,1997.62,2017.11,5113983
2020-04-07,GOOGL,1182.56,1220.775,1177.25,1217.01,3080955
2020-04-07,FB,168.83,173.39,166.01,171.79,31411919
2020-04-06,AMZN,1997.59,1998.52,1930.02,1936.0,5773181
2020-04-06,GOOGL,1183.19,1190.7547,1125.0,1133.0,3165991
2020-04-06,FB,165.55,166.2,158.51,160.15,28453581
2020-04-03,AMZN,1906.59,1926.33,1889.15,1911.15,3609870
2020-04-03,GOOGL,1092.7,1118.79,1075.08,1114.71,2568694
2020-04-03,FB,154.18,157.91,150.83,157.15,25983317
2020-04-02,AMZN,1918.83,1927.5258,1890.0,1901.64,4335985
2020-04-02,GOOGL,1117.03,1122.77,1093.13,1100.0,2820534
2020-04-02,FB,158.19,161.3509,155.92,159.1,20886309
2020-04-01,AMZN,1907.7,1944.96,1893.0,1932.97,4121875
2020-04-01,GOOGL,1102.1,1129.42,1093.49,1124.0,2598519
2020-04-01,FB,159.6,164.15,158.035,161.615,19507559
2020-03-31,AMZN,1949.72,1993.02,1944.01,1964.35,5123626
2020-03-31,GOOGL,1161.95,1173.4,1136.72,1148.73,3263971
2020-03-31,FB,166.8,170.93,164.2,165.48,23676283
2020-03-30,AMZN,1963.95,1973.63,1912.34,1922.83,6126087
2020-03-30,GOOGL,1146.31,1151.0,1098.4901,1132.64,2936827
2020-03-30,FB,165.95,166.75,158.06,159.18,22515225
2020-03-27,AMZN,1900.1,1939.79,1899.92,1930.86,5387897
2020-03-27,GOOGL,1110.26,1151.05,1104.0027,1127.47,3139661
2020-03-27,FB,156.79,160.09,154.75,158.2,24879869
2020-03-26,AMZN,1955.49,1956.49,1889.29,1902.0,6235118
2020-03-26,GOOGL,1162.92,1171.48,1092.03,1114.72,3834422
2020-03-26,FB,163.34,164.0,157.0201,158.25,26579021
2020-03-25,AMZN,1885.84,1950.26,1885.78,1920.69,6479073
2020-03-25,GOOGL,1101.62,1146.17,1083.01,1124.58,4516162
2020-03-25,FB,156.21,162.99,153.06,158.92,35184271
2020-03-24,AMZN,1940.1,1955.0,1900.3403,1951.495,7147080
2020-03-24,GOOGL,1130.01,1133.33,1086.43,1103.98,3623435
2020-03-24,FB,160.98,161.31,152.57,155.205,30440369
2020-03-23,AMZN,1902.83,1919.4,1812.0,1827.75,7808489
2020-03-23,GOOGL,1054.13,1066.91,1008.87,1056.37,4183629
2020-03-23,FB,148.1,152.31,142.25,149.66,29830765
2020-03-20,AMZN,1846.09,1957.0,1820.73,1926.31,9817850
2020-03-20,GOOGL,1068.21,1138.4783,1062.1,1130.9,4143897
2020-03-20,FB,149.73,159.27,148.0,156.02,32568398
2020-03-19,AMZN,1880.93,1945.0,1832.65,1860.0,10399943
2020-03-19,GOOGL,1111.67,1152.61,1055.55,1088.22,3703248
2020-03-19,FB,153.13,159.9294,144.8,146.62,39862312
2020-03-18,AMZN,1830.0,1841.66,1745.0,1750.0,9645218
2020-03-18,GOOGL,1091.19,1104.99,1037.0,1059.94,4652238
2020-03-18,FB,146.96,148.18,137.1006,139.75,37553136
2020-03-17,AMZN,1807.84,1857.775,1689.2402,1775.47,10917129
2020-03-17,GOOGL,1118.06,1126.0,1049.1,1090.64,4159686
2020-03-17,FB,149.42,153.94,140.0,150.74,34255596
2020-03-16,AMZN,1689.15,1759.4519,1626.0318,1641.51,8917265
2020-03-16,GOOGL,1073.0,1145.47,1067.0801,1089.61,4825981
2020-03-16,FB,146.01,159.13,143.1,152.32,39120419
2020-03-13,AMZN,1785.0,1786.31,1680.62,1755.0,8809725
2020-03-13,GOOGL,1214.27,1214.4,1112.29,1174.99,3969973
2020-03-13,FB,170.28,170.79,157.6,163.53,35028627
2020-03-12,AMZN,1676.61,1765.0,1675.0,1721.98,11346214
2020-03-12,GOOGL,1111.55,1188.75,1108.47,1122.62,4716293
2020-03-12,FB,154.47,166.6,154.34,159.54,43266335
2020-03-11,AMZN,1820.86,1871.3194,1801.5,1857.85,5646831
2020-03-11,GOOGL,1210.9,1256.93,1191.14,1248.27,2741694
2020-03-11,FB,170.24,175.88,167.66,174.01,20397204
2020-03-10,AMZN,1891.82,1894.27,1818.17,1870.88,7133310
2020-03-10,GOOGL,1275.17,1275.85,1214.51,1254.39,2743566
2020-03-10,FB,178.19,178.29,169.5,174.67,24517791
2020-03-09,AMZN,1800.61,1862.77,1761.2901,1773.86,7813232
2020-03-09,GOOGL,1215.79,1252.73,1198.04,1204.96,3462578
2020-03-09,FB,169.5,175.0,165.19,169.6,29949041
2020-03-06,AMZN,1901.09,1910.87,1869.5,1875.0,5273580
2020-03-06,GOOGL,1295.74,1302.75,1257.21,1271.5,3232315
2020-03-06,FB,181.09,183.78,176.26,178.33,24559550
2020-03-05,AMZN,1924.03,1960.72,1910.0,1933.0,4748210
2020-03-05,GOOGL,1314.76,1353.63,1301.64,1345.55,2718982
2020-03-05,FB,185.17,188.99,183.8901,186.78,19333425
2020-03-04,AMZN,1975.83,1978.0,1922.0,1946.57,4772919
2020-03-04,GOOGL,1381.6,1382.78,1337.0,1358.96,2379856
2020-03-04,FB,191.76,191.83,186.39,189.17,23062473
2020-03-03,AMZN,1908.99,1996.33,1888.09,1975.37,7534491
2020-03-03,GOOGL,1337.72,1408.19,1329.24,1397.68,2830112
2020-03-03,FB,185.89,197.24,183.97,196.22,27984104
2020-03-02,AMZN,1953.95,1954.51,1870.0,1909.52,6761651
2020-03-02,GOOGL,1386.32,1387.47,1325.2,1351.39,2771463
2020-03-02,FB,196.44,196.57,188.85,194.03,24948955
2020-02-28,AMZN,1883.75,1889.76,1811.13,1814.59,9493797
2020-02-28,GOOGL,1339.25,1342.45,1268.21,1271.91,4010900
2020-02-28,FB,192.47,192.74,181.82,182.695,32583494
2020-02-27,AMZN,1884.3,1975.0,1882.76,1934.38,8143993
2020-02-27,GOOGL,1314.95,1369.4,1314.24,1359.14,3114476
2020-02-27,FB,189.75,195.88,189.5,191.82,21682626
2020-02-26,AMZN,1979.59,2014.67,1960.45,1970.28,5240402
2020-02-26,GOOGL,1390.47,1413.67,1376.55,1393.36,2490178
2020-02-26,FB,197.2,201.21,195.49,197.19,16555210
2020-02-25,AMZN,1972.74,2034.6,1958.42,2026.42,6219094
2020-02-25,GOOGL,1386.32,1436.85,1380.42,1431.0,2578966
2020-02-25,FB,196.77,203.5,195.954,202.25,21433487
2020-02-24,AMZN,2009.29,2039.3,1987.97,2003.18,6546997
2020-02-24,GOOGL,1419.86,1436.38,1406.79,1423.05,2478039
2020-02-24,FB,200.72,203.65,198.17,201.8,23080057
2020-02-21,AMZN,2095.97,2144.55,2088.0,2142.15,4650740
2020-02-21,GOOGL,1483.46,1510.95,1478.49,1504.58,2126843
2020-02-21,FB,210.18,214.237,208.831,213.48,14098432
2020-02-20,AMZN,2153.1,2176.79,2127.45,2173.07,3131342
2020-02-20,GOOGL,1516.99,1527.07,1504.26,1519.01,1298386
2020-02-20,FB,214.58,218.765,212.945,216.52,13109213
2020-02-19,AMZN,2170.22,2185.1,2161.12,2167.8,2561165
2020-02-19,GOOGL,1524.87,1530.74,1520.98,1527.2,1137338
2020-02-19,FB,217.49,218.32,216.11,217.99,12135114
2020-02-18,AMZN,2155.67,2166.07,2124.11,2125.02,2951070
2020-02-18,GOOGL,1519.44,1530.56,1511.01,1514.34,1284011
2020-02-18,FB,217.8,217.975,213.4,213.55,15630026
2020-02-14,AMZN,2134.87,2159.04,2125.89,2155.68,2606169
2020-02-14,GOOGL,1518.73,1520.05,1505.55,1514.53,1159857
2020-02-14,FB,214.18,214.93,212.65,214.0,10741747
2020-02-13,AMZN,2149.87,2170.28,2142.0,2144.99,3031791
2020-02-13,GOOGL,1513.39,1525.95,1504.0,1510.0,1145658
2020-02-13,FB,213.14,214.326,209.18,209.524,15396625
2020-02-12,AMZN,2160.0,2180.25,2155.29,2163.2,3334264
2020-02-12,GOOGL,1518.63,1520.3,1508.67,1515.86,1552136
2020-02-12,FB,210.76,211.22,207.4,207.85,13813704
2020-02-11,AMZN,2150.8,2185.95,2136.0,2150.9,5746011
2020-02-11,GOOGL,1510.06,1529.88,1505.45,1513.27,1742647
2020-02-11,FB,207.19,210.86,206.51,210.19,25030810
2020-02-10,AMZN,2133.91,2135.6,2084.96,2085.01,5056235
2020-02-10,GOOGL,1508.66,1508.88,1475.2,1477.23,1915072
2020-02-10,FB,213.06,213.8,210.66,211.52,11856350
2020-02-07,AMZN,2079.28,2098.53,2038.1,2041.99,5095347
2020-02-07,GOOGL,1479.11,1485.25,1465.41,1467.39,1418049
2020-02-07,FB,212.33,212.82,209.93,210.3,12242530
2020-02-06,AMZN,2050.23,2056.3,2024.8,2041.02,3182954
2020-02-06,GOOGL,1475.97,1481.56,1450.48,1451.98,1891079
2020-02-06,FB,210.85,211.19,209.338,210.47,10567533
2020-02-05,AMZN,2039.87,2071.02,2032.0,2071.02,4376174
2020-02-05,GOOGL,1446.05,1464.58,1429.68,1463.61,1818793
2020-02-05,FB,210.11,212.73,208.71,212.51,12538154
2020-02-04,AMZN,2049.67,2059.8,2015.37,2029.88,5289338
2020-02-04,GOOGL,1445.41,1467.34,1422.03,1454.49,4793967
2020-02-04,FB,209.83,210.6,205.203,206.61700000000002,19628890
2020-02-03,AMZN,2004.2,2048.5,2000.25,2010.6,5899094
2020-02-03,GOOGL,1482.6,1486.3,1456.61,1461.65,3608760
2020-02-03,FB,204.19,205.14,202.5,203.44,15510509
2020-01-31,AMZN,2008.72,2055.72,2002.27,2051.47,15567283
2020-01-31,GOOGL,1432.78,1469.67,1427.06,1467.86,2191075
2020-01-31,FB,201.91,208.69,201.06,208.43,31359917
2020-01-30,AMZN,1870.68,1872.87,1850.61,1858.0,6327438
2020-01-30,GOOGL,1454.25,1455.25,1435.0,1438.1,1355472
2020-01-30,FB,209.53,211.43,204.75,206.53,48775500
2020-01-29,AMZN,1858.0,1874.75,1855.02,1864.0,2101390
2020-01-29,GOOGL,1456.7,1464.14,1445.39,1458.46,1081964
2020-01-29,FB,223.23,224.2,218.45,221.44,33610005
2020-01-28,AMZN,1853.25,1858.11,1830.02,1840.5,2808040
2020-01-28,GOOGL,1450.5,1454.8,1430.36,1441.74,1486586
2020-01-28,FB,217.79,218.74,213.52,216.14,13413835
2020-01-27,AMZN,1828.34,1841.0,1815.34,1820.0,3528509
2020-01-27,GOOGL,1431.73,1436.58,1419.5,1431.54,1706566
2020-01-27,FB,214.87,216.06,212.5,213.1,13810655
2020-01-24,AMZN,1861.64,1894.99,1847.44,1891.37,3766181
2020-01-24,GOOGL,1466.17,1494.2,1463.18,1492.82,1489280
2020-01-24,FB,217.94,221.78,216.11,220.8,11905824
2020-01-23,AMZN,1884.58,1889.98,1872.76,1885.11,2484613
2020-01-23,GOOGL,1484.69,1493.5,1480.32,1487.55,1332562
2020-01-23,FB,219.76,221.485,219.27,220.75,11195000
2020-01-22,AMZN,1887.46,1902.5,1883.34,1896.09,3216257
2020-01-22,GOOGL,1484.17,1500.58,1482.66,1489.73,1422946
2020-01-22,FB,221.32,222.75,221.28,222.31,12212814
2020-01-21,AMZN,1892.0,1894.27,1860.0,1865.0,3707785
2020-01-21,GOOGL,1482.25,1489.88,1470.21,1479.0,2446601
2020-01-21,FB,221.44,222.37,219.12,222.155,14275784
2020-01-17,AMZN,1864.72,1886.64,1857.25,1885.89,3997340
2020-01-17,GOOGL,1479.52,1480.55,1456.55,1462.54,2621175
2020-01-17,FB,222.14,222.29,220.53,222.03,15905944
2020-01-16,AMZN,1877.94,1885.59,1866.02,1882.99,2659493
2020-01-16,GOOGL,1450.16,1450.7,1440.0,1445.45,1304040
2020-01-16,FB,221.77,222.63,220.39,222.57,10015288
2020-01-15,AMZN,1862.02,1878.86,1855.09,1872.25,2896592
2020-01-15,GOOGL,1439.2,1440.78,1431.66,1433.02,1077519
2020-01-15,FB,221.15,221.68,220.14,220.61,10036475
2020-01-14,AMZN,1869.44,1887.11,1858.55,1885.88,3446381
2020-01-14,GOOGL,1430.59,1442.63,1427.77,1440.0,1305636
2020-01-14,FB,219.06,222.38,218.63,221.61,13315361
2020-01-13,AMZN,1891.3,1898.0,1880.8,1891.31,2785844
2020-01-13,GOOGL,1440.03,1441.48,1425.37,1435.25,1537317
2020-01-13,FB,221.91,221.97,219.21,219.597,14494517
2020-01-10,AMZN,1883.16,1906.94,1880.0,1905.37,2856959
2020-01-10,GOOGL,1428.96,1434.94,1419.6,1429.47,1313178
2020-01-10,FB,218.06,219.88,217.42,219.2,12127432
2020-01-09,AMZN,1901.05,1917.82,1895.8,1909.89,3174962
2020-01-09,GOOGL,1419.79,1428.68,1410.21,1421.93,1661438
2020-01-09,FB,218.3,218.38,216.278,217.54,12679579
2020-01-08,AMZN,1891.97,1911.0,1886.44,1898.04,3511966
2020-01-08,GOOGL,1405.04,1411.85,1392.63,1394.82,1766274
2020-01-08,FB,215.22,216.24,212.612,213.0,13492703
2020-01-07,AMZN,1906.86,1913.89,1892.04,1904.5,4134010
2020-01-07,GOOGL,1395.11,1403.5,1391.56,1400.46,1726456
2020-01-07,FB,213.06,214.58,211.75,212.82,15111857
2020-01-06,AMZN,1902.88,1903.69,1860.0,1860.0,4065698
2020-01-06,GOOGL,1397.81,1398.32,1351.0,1351.63,2339343
2020-01-06,FB,212.6,212.78,206.52,206.7,17073861
2020-01-03,AMZN,1874.97,1886.2,1864.5,1864.5,3766604
2020-01-03,GOOGL,1361.52,1373.75,1347.32,1348.0,1170629
2020-01-03,FB,208.67,210.4,206.95,207.21400000000003,11197416
2020-01-02,AMZN,1898.01,1898.01,1864.15,1875.0,4035910
2020-01-02,GOOGL,1368.68,1368.68,1346.49,1348.41,1364265
2020-01-02,FB,209.78,209.79,206.27,206.75,12090707
